Index,AirportID,City,Country,Latitude,Longitude,Timezone
1313,Le Puy-Loudes Airport,Le Puy,France,45.08069992,3.7628901,1
1314,Saint-Flour-Coltines Airport,St.-flour,France,45.07640076,2.993609905,1
1315,Bourg-Ceyzériat Airport,Bourg,France,46.20090103,5.292029858,1
1316,Villefranche-Tarare Airport,Vilefrance,France,45.919983,4.634931,1
1317,Moulins-Montbeugny Airport,Moulins,France,46.5345993,3.423719883,1
1318,Saint-Affrique-Belmont Airport,St.-afrique-belmont,France,43.82329941,2.745280027,1
1319,Cassagnes-Bégonhès Airport,Cassagnes-beghones,France,44.17779922,2.515000105,1
1320,Metz-Nancy-Lorraine Airport,Metz,France,48.98210144,6.251319885,1
1321,Bastia-Poretta Airport,Bastia,France,42.55270004,9.483730316,1
1322,Calvi-Sainte-Catherine Airport,Calvi,France,42.5244444,8.7930556,1
1323,Figari Sud-Corse Airport,Figari,France,41.50059891,9.097780228,1
1324,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,41.92359924,8.802920341,1
1325,Propriano Airport,Propriano,France,41.66059875,8.889749527,1
1326,Solenzara (BA 126) Air Base,Solenzara,France,41.92440033,9.406000137,1
1327,Corte Airport,Corte,France,42.29359818,9.193059921,1
1328,Auxerre-Branches Airport,Auxerre,France,47.85020065,3.49710989,1
1329,Chambéry-Savoie Airport,Chambery,France,45.63809967,5.88022995,1
1330,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,45.7867012,3.169169903,1
1331,Bourges Airport,Bourges,France,47.05810165,2.370280027,1
1332,Chambéry-Challes-les-Eaux Airport,Chambery,France,45.56110001,5.975759983,1
1333,Chalon-Champforgeuil Airport,Chalon,France,46.8260994,4.817629814,1
1334,Annemasse Airport,Annemasse,France,46.19200134,6.268390179,1
1335,Lyon Saint-Exupéry Airport,Lyon,France,45.725556,5.081111,1
1336,Mâcon-Charnay Airport,Macon,France,46.295101,4.79577,1
1337,Saint-Yan Airport,St.-yan,France,46.41249847,4.013259888,1
1338,Roanne-Renaison Airport,Roanne,France,46.05830002,4.00138998,1
1339,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,45.9308333,6.1063889,1
1340,Grenoble-Isère Airport,Grenoble,France,45.36289978,5.329370022,1
1341,Montluçon-Domérat Airport,Montlucon,France,46.352501,2.57049,1
1342,Valence-Chabeuil Airport,Valence,France,44.9216,4.9699,1
1343,Vichy-Charmeil Airport,Vichy,France,46.16970062,3.403739929,1
1344,Aurillac Airport,Aurillac,France,44.89139938,2.421940088,1
1345,"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,France,46.860278,1.721111,1
1346,Lyon-Bron Airport,Lyon,France,45.72719955,4.944270134,1
1347,Aix-en-Provence (BA 114) Airport,Aix-les-milles,France,43.5056,5.36778,1
1348,Le Luc-Le Cannet Airport,Le Luc,France,43.38470078,6.387139797,1
1349,Cannes-Mandelieu Airport,Cannes,France,43.542,6.95348,1
1350,Saint-Étienne-Bouthéon Airport,St-Etienne,France,45.54059982,4.296390057,1
1351,Istres Le Tubé/Istres Air Base (BA 125) Airport,Istres,France,43.522701,4.92384,1
1352,Carcassonne Airport,Carcassonne,France,43.2159996,2.306319952,1
1353,Marseille Provence Airport,Marseille,France,43.43927192,5.221424103,1
1354,Nice-Côte d'Azur Airport,Nice,France,43.65840149,7.215869904,1
1355,Orange-Caritat (BA 115) Air Base,Orange,France,44.14049911,4.8667202,1
1356,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,42.74039841,2.87067008,1
1357,Le Castellet Airport,Le Castellet,France,43.25249863,5.785190105,1
1358,Alès-Deaux Airport,Ales,France,44.069698,4.14212,1
1359,Montpellier-Méditerranée Airport,Montpellier,France,43.57619858,3.963010073,1
1360,Béziers-Vias Airport,Beziers,France,43.32350159,3.353899956,1
1361,Avignon-Caumont Airport,Avignon,France,43.90729904,4.901830196,1
1362,Salon-de-Provence (BA 701) Air Base,Salon,France,43.60639954,5.109250069,1
1363,Lézignan-Corbières Airfield,Lezignan-corbieres,France,43.1758,2.73417,1
1364,Mende-Brenoux Airfield,Mende,France,44.502102,3.53282,1
1365,Carpentras Airport,Carpentras,France,44.02980042,5.07806015,1
1366,Avord (BA 702) Air Base,Avord,France,47.053299,2.6325,1
1367,Paris Beauvais Tillé Airport,Beauvais,France,49.45439911,2.112780094,1
1368,Châteaudun (BA 279) Air Base,Chateaudun,France,48.058102,1.37662,1
1369,Saumur-Saint-Florent Airport,Saumur,France,47.256802,-0.115142,1
1370,Évreux-Fauville (BA 105) Air Base,Evreux,France,49.02870178,1.219859958,1
1371,Le Havre Octeville Airport,Le Havre,France,49.53390121,0.088055998,1
1372,Abbeville,Abbeville,France,50.143501,1.831891,1
1373,Orléans-Bricy (BA 123) Air Base,Orleans,France,47.9878006,1.760560036,1
1374,Châlons-Vatry Airport,Chalons,France,48.77333333,4.206111111,1
1375,Rouen Airport,Rouen,France,49.38420105,1.174800038,1
1376,Tours-Val-de-Loire Airport,Tours,France,47.43220139,0.727605999,1
1377,Cholet Le Pontreau Airport,Cholet,France,47.08209991,-0.87706399,1
1378,Laval-Entrammes Airport,Laval,France,48.03139877,-0.742986023,1
1379,Orléans-Saint-Denis-de-l'Hôtel Airport,Orleans,France,47.8969,2.16333,1
1380,Paris-Le Bourget Airport,Paris,France,48.9693985,2.441390038,1
1381,Creil Air Base,Creil,France,49.25350189,2.519140005,1
1382,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,1
1383,Coulommiers-Voisins Airport,Coulommiers,France,48.83769989,3.016119957,1
1384,Melun-Villaroche Air Base,Melun,France,48.60469818,2.671119928,1
1385,Toussus-le-Noble Airport,Toussous-le-noble,France,48.75189972,2.106189966,1
1386,Paris-Orly Airport,Paris,France,48.7233333,2.3794444,1
1387,Pontoise - Cormeilles-en-Vexin Airport,Pontoise,France,49.096667,2.040833,1
1388,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,48.7741667,2.1916667,1
1389,Reims-Prunay Airport,Reims,France,49.20869827,4.156579971,1
1390,Troyes-Barberey Airport,Troyes,France,48.322102,4.0167,1
1391,Lunéville-Croismare Airport,Luneville,France,48.59329987,6.543459892,1
1392,Étain-Rouvres Air Base,Etain,France,49.22689819,5.67222023,1
1393,Autun-Bellevue Airport,Autun,France,46.96730042,4.260570049,1
1394,Nevers-Fourchambault Airport,Nevers,France,47.00260162,3.113329887,1
1395,Cambrai-Épinoy (BA 103) Air Base,Cambrai,France,50.221802,3.15424,1
1396,Maubeuge-Élesmes Airport,Maubeuge,France,50.3105011,4.033120155,1
1397,Besançon-La Vèze Airport,Besancon-la-veze,France,47.2066,6.083681,1
1398,Phalsbourg-Bourscheid Air Base,Phalsbourg,France,48.7680556,7.205,1
1399,Lille-Lesquin Airport,Lille,France,50.563332,3.086886,1
1400,Merville-Calonne Airport,Merville,France,50.61840057,2.642240047,1
1401,Charleville-Mézières Airport,Charleville,France,49.78390121,4.647079945,1
1402,Vesoul-Frotey Airport,Vesoul-frotey,France,47.6376,6.20392,1
1403,Brest Bretagne Airport,Brest,France,48.44789886,-4.418540001,1
1404,Cherbourg-Maupertus Airport,Cherbourg,France,49.65010071,-1.470280051,1
1405,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,48.58769989,-2.079960108,1
1406,La Baule-Escoublac Airport,La Baule,France,47.28939819,-2.346390009,1
1407,Granville Airport,Granville,France,48.8830986,-1.564170003,1
1408,Deauville-Saint-Gatien Airport,Deauville,France,49.36529922,0.154305995,1
1409,Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,47.76060104,-3.440000057,1
1410,La Roche-sur-Yon Airport,La Roche-sur-yon,France,46.70190048,-1.378630042,1
1411,Landivisiau Air Base,Landivisiau,France,48.53030014,-4.151639938,1
1412,Caen-Carpiquet Airport,Caen,France,49.1733017,-0.449999988,1
1413,Lanvéoc-Poulmic Air Base,Lanvedoc,France,48.28170013,-4.445020199,1
1414,Le Mans-Arnage Airport,Le Mans,France,47.94860077,0.201666996,1
1415,Rennes-Saint-Jacques Airport,Rennes,France,48.06949997,-1.734789968,1
1416,Lannion-Côte de Granit Airport,Lannion,France,48.754398,-3.47166,1
1417,Quimper-Cornouaille Airport,Quimper,France,47.97499847,-4.167789936,1
1418,Nantes Atlantique Airport,Nantes,France,47.15319824,-1.610730052,1
1419,Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,48.5378,-2.85444,1
1420,Morlaix-Ploujean Airport,Morlaix,France,48.60319901,-3.815779924,1
1421,Vannes-Meucon Airport,Vannes,France,47.72330093,-2.71855998,1
1422,Saint-Nazaire-Montoir Airport,St.-nazaire,France,47.3105556,-2.1566667,1
1423,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,47.59,7.5291667,1
1424,Colmar-Meyenheim Air Base,Colmar,France,47.92200089,7.399670124,1
1425,Dijon-Bourgogne Airport,Dijon,France,47.268902,5.09,1
1426,Metz-Frescaty (BA 128) Air Base,Metz,France,49.07170105,6.131669998,1
1427,Épinal-Mirecourt Airport,Epinal,France,48.325001,6.06998,1
1428,Haguenau Airport,Haguenau,France,48.79430008,7.817609787,1
1429,Saint-Dizier-Robinson (BA 113) Air Base,St.-dizier,France,48.63600159,4.899419785,1
1430,Montbéliard-Courcelles Airfield,Montbeliard,France,47.487,6.79054,1
1431,Nancy-Essey Airport,Nancy,France,48.69210052,6.230460167,1
1432,Nancy-Ochey (BA 133) Air Base,Nancy,France,48.58309937,5.954999924,1
1433,Pontarlier Airport,Pontarlier,France,46.90399933,6.327370167,1
1434,Reims-Champagne (BA 112) Air Base,Reims,France,49.310001,4.05,1
1435,Strasbourg Airport,Strasbourg,France,48.53829956,7.628230095,1
1436,Luxeuil-Saint-Sauveur (BA 116) Air Base,Luxeuil,France,47.7830556,6.36416667,1
1437,Cuers-Pierrefeu Airport,Cuers,France,43.24779892,6.126699924,1
1438,Toulon-Hyères Airport,Hyeres,France,43.09730148,6.146029949,1
1439,Nîmes-Arles-Camargue Airport,Nimes,France,43.75740051,4.416349888,1
1440,Miquelon Airport,Miquelon,Saint Pierre and Miquelon,47.09550095,-56.38029861,-3
1441,St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,46.76290131,-56.17309952,-3
1442,Ambérieu Air Base (BA 278),Amberieu,France,45.987301,5.32844,1
1443,Damblain Airport,Damblain,France,48.0862999,5.664060116,1
1444,Andravida Air Base,Andravida,Greece,37.9207,21.292601,2
1445,Agrinion Air Base,Agrinion,Greece,38.602001,21.3512001,2
1446,Dimokritos Airport,Alexandroupolis,Greece,40.85589981,25.95630074,2
1447,Alexandria Airport,Alexandria,Greece,40.65110016,22.48870087,2
1448,Nea Anchialos Airport,Nea Anghialos,Greece,39.21960068,22.79430008,2
1449,Elefsis Airport,Elefsis,Greece,38.06380081,23.55599976,2
1450,Chios Island National Airport,Chios,Greece,38.34320068,26.1406002,2
1451,Ioannina Airport,Ioannina,Greece,39.69639969,20.82250023,2
1452,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976,2
1453,Kastoria National Airport,Kastoria,Greece,40.44630051,21.28219986,2
1454,Kithira Airport,Kithira,Greece,36.27429962,23.0170002,2
1455,Kefallinia Airport,Keffallinia,Greece,38.12009811,20.50049973,2
1456,Kalamata Airport,Kalamata,Greece,37.06829834,22.02549934,2
1457,Amigdhaleon Airport,Kavala,Greece,40.97280121,24.34140015,2
1458,Kos Airport,Kos,Greece,36.79330063,27.0916996,2
1459,Karpathos Airport,Karpathos,Greece,35.42139816,27.14599991,2
1460,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.60189819,19.9116993,2
1461,Kasos Airport,Kasos,Greece,35.42139816,26.90999985,2
1462,Alexander the Great International Airport,Kavala,Greece,40.91329956,24.61919975,2
1463,Filippos Airport,Kozani,Greece,40.28609848,21.84079933,2
1464,Leros Airport,Leros,Greece,37.184898,26.800301,2
1465,Limnos Airport,Limnos,Greece,39.917099,25.23629951,2
1466,Larisa Airport,Larissa,Greece,39.650253,22.4655,2
1467,Megara Airport,Megara,Greece,37.98109818,23.36540031,2
1468,Mikonos Airport,Mykonos,Greece,37.43510056,25.34810066,2
1469,Mytilene International Airport,Mytilini,Greece,39.05670166,26.59830093,2
1470,Aktion National Airport,Preveza,Greece,38.92549896,20.76530075,2
1471,Maritsa Airport,Rhodos,Greece,36.3830986,28.10890007,2
1472,Diagoras Airport,Rhodos,Greece,36.40539932,28.08620071,2
1473,Araxos Airport,Patras,Greece,38.1511,21.4256,2
1474,Chania International Airport,Chania,Greece,35.53170013,24.14970016,2
1475,Skiathos Island National Airport,Skiathos,Greece,39.17710114,23.50370026,2
1476,Samos Airport,Samos,Greece,37.68999863,26.9116993,2
1478,Sparti Airport,Sparti,Greece,36.97389984,22.52630043,2
1479,Santorini Airport,Thira,Greece,36.39920044,25.47929955,2
1480,Sitia Airport,Sitia,Greece,35.21609879,26.10129929,2
1481,Stefanovikion Air Base,Stefanovikion,Greece,39.48,22.7672,2
1482,Skiros Airport,Skiros,Greece,38.96760178,24.48719978,2
1483,Tanagra Air Base,Tanagra,Greece,38.339802,23.565001,2
1484,Kasteli Airport,Kasteli,Greece,35.192001,25.327,2
1485,Tripolis Airport,Tripolis,Greece,37.5306015,22.40360069,2
1486,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,40.5196991,22.97089958,2
1487,Tatoi Airport,Dekelia,Greece,38.10889816,23.78380013,2
1488,"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos,Greece,37.7509,20.8843,2
1489,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093,1
1490,Debrecen International Airport,Debrecen,Hungary,47.48889923,21.61529922,1
1491,Kecskemét Airport,Kecskemet,Hungary,46.91749954,19.74920082,1
1492,Nyíregyháza Airport,Nyirregyhaza,Hungary,47.98389816,21.6923008,1
1493,Őcsény Airport,Ocseny,Hungary,46.30390167,18.76919937,1
1496,Szentkirályszabadja Airport,Azentkilyszabadja,Hungary,47.07789993,17.96839905,1
1498,Szolnok Air Base,Szolnok,Hungary,47.122897,20.2355,1
1499,Amendola Air Base,Amendola,Italy,41.541401,15.7181,1
1500,Crotone Airport,Crotone,Italy,38.9972,17.0802,1
1501,Bari Karol Wojtyła Airport,Bari,Italy,41.138901,16.760599,1
1502,"Foggia ""Gino Lisa"" Airport",Foggia,Italy,41.432899,15.535,1
1503,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,40.517502,17.4032,1
1504,Lecce Galatina Air Base,Lecce,Italy,40.239201,18.133301,1
1505,Pescara International Airport,Pescara,Italy,42.431702,14.1811,1
1506,Brindisi – Salento Airport,Brindisi,Italy,40.6576,17.947001,1
1507,Gioia Del Colle Air Base,Gioia Del Colle,Italy,40.767799,16.9333,1
1508,Lamezia Terme Airport,Lamezia,Italy,38.905399,16.2423,1
1509,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664,1
1510,Lampedusa Airport,Lampedusa,Italy,35.497898,12.6181,1
1511,Pantelleria Airport,Pantelleria,Italy,36.816502,11.9689,1
1512,Falcone–Borsellino Airport,Palermo,Italy,38.175999,13.091,1
1513,Palermo-Boccadifalco Airport,Palermo,Italy,38.110802,13.3133,1
1514,Reggio Calabria Airport,Reggio Calabria,Italy,38.071201,15.6516,1
1515,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,37.9114,12.488,1
1516,Sigonella Navy Air Base,Sigonella,Italy,37.401699,14.9224,1
1517,Alghero-Fertilia Airport,Alghero,Italy,40.632099,8.29077,1
1518,Decimomannu Air Base,Decimomannu,Italy,39.354198,8.97248,1
1519,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428,1
1520,Olbia Costa Smeralda Airport,Olbia,Italy,40.898701,9.51763,1
1521,Tortolì Airport,Tortoli,Italy,39.9188,9.68298,1
1522,Torino-Aeritalia Airport,Turin,Italy,45.086399,7.60337,1
1523,Milano-Bresso Airfield,Milano,Italy,45.542198,9.20333,1
1524,Malpensa International Airport,Milano,Italy,45.6306,8.72811,1
1525,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417,1
1526,Turin Airport,Torino,Italy,45.200802,7.64963,1
1527,Villanova D'Albenga International Airport,Albenga,Italy,44.050598,8.12743,1
1528,Genoa Cristoforo Colombo Airport,Genoa,Italy,44.4133,8.8375,1
1529,Milano Linate Airport,Milan,Italy,45.445099,9.27674,1
1530,Cameri Air Base [MIL],Cameri,Italy,45.529598,8.66922,1
1531,Parma Airport,Parma,Italy,44.824501,10.2964,1
1532,Piacenza San Damiano Air Base,Piacenza,Italy,44.913102,9.723322,1
1534,Cuneo International Airport,Cuneo,Italy,44.547001,7.62322,1
1535,Aviano Air Base,Aviano,Italy,46.031898,12.596503,1
1536,Bolzano Airport,Bolzano,Italy,46.460201,11.3264,1
1537,Cervia Air Base,Cervia,Italy,44.224201,12.3072,1
1538,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887,1
1539,Treviso-Sant'Angelo Airport,Treviso,Italy,45.648399,12.1944,1
1540,Rivolto Air Base,Rivolto,Italy,45.978699,13.0493,1
1541,Forlì Airport,Forli,Italy,44.194801,12.0701,1
1542,Ghedi Air Base,Ghedi,Italy,45.432201,10.2677,1
1543,Verona-Boscomantico Airport,Verona,Italy,45.472,10.9279,1
1544,Brescia Airport,Brescia,Italy,45.428902,10.3306,1
1545,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,45.827499,13.4722,1
1546,Federico Fellini International Airport,Rimini,Italy,44.020302,12.6117,1
1547,Istrana Air Base,Treviso,Italy,45.684898,12.0829,1
1548,Vicenza Airport,Vicenza,Italy,45.573399,11.5295,1
1549,Padova Airport,Padova,Italy,45.395802,11.8479,1
1550,Verona Villafranca Airport,Villafranca,Italy,45.395699,10.8885,1
1551,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519,1
1552,Siena-Ampugnano Airport,Siena,Italy,43.256302,11.255,1
1553,Ciampino–G. B. Pastine International Airport,Rome,Italy,41.7994,12.5949,1
1554,Pratica Di Mare Air Base,Pratica Di Mare,Italy,41.654499,12.4452,1
1555,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,1
1556,Guidonia Air Base,Guidonia,Italy,41.990299,12.7408,1
1558,Marina Di Campo Airport,Marina Di Campo,Italy,42.7603,10.2394,1
1559,Latina Air Base,Latina,Italy,41.5424,12.909,1
1560,Grazzanise Air Base,Grazzanise,Italy,41.060799,14.0819,1
1561,Naples International Airport,Naples,Italy,40.886002,14.2908,1
1562,Pisa International Airport,Pisa,Italy,43.683899,10.3927,1
1563,Peretola Airport,Florence,Italy,43.810001,11.2051,1
1564,Grosseto Air Base,Grosseto,Italy,42.759701,11.0719,1
1565,Urbe Airport,Rome,Italy,41.9519,12.4989,1
1566,Viterbo Airport,Viterbo,Italy,42.430199,12.0642,1
1567,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,43.095901,12.5132,1
1568,Cerklje Airport,Cerklje,Slovenia,45.90000153,15.5302,1
1569,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,46.223701,14.4576,1
1570,Maribor Airport,Maribor,Slovenia,46.47990036,15.68610001,1
1571,Portoroz Airport,Portoroz,Slovenia,45.47340012,13.61499977,1
1572,Slovenj Gradec Airport,Slovenj Gradec,Slovenia,46.47200012,15.11699963,1
1573,České Budějovice Airport,Ceske Budejovice,Czech Republic,48.94639969,14.42749977,1
1574,Čáslav Air Base,Caslav,Czech Republic,49.93970108,15.3817997,1
1575,Hradec Králové Airport,Hradec Kralove,Czech Republic,50.253201,15.8452,1
1576,Hořovice Airport,Horovice,Czech Republic,49.84809875,13.89350033,1
1577,Kbely Air Base,Praha,Czech Republic,50.12139893,14.54360008,1
1578,Kunovice Airport,Kunovice,Czech Republic,49.02939987,17.43969917,1
1579,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,50.20299911,12.91499996,1
1580,Plzeň-Líně Airport,Line,Czech Republic,49.67520142,13.27460003,1
1581,Mnichovo Hradiště Airport,Mnichovo Hradiste,Czech Republic,50.54019928,15.00660038,1
1582,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,49.69630051,18.11109924,1
1583,Náměšť Air Base,Namest,Czech Republic,49.16579819,16.12490082,1
1584,Pardubice Airport,Pardubice,Czech Republic,50.01340103,15.73859978,1
1585,Pribram Airport,Pribram,Czech Republic,49.7201,14.1006,1
1586,Přerov Air Base,Prerov,Czech Republic,49.42580032,17.40469933,1
1587,Václav Havel Airport Prague,Prague,Czech Republic,50.1008,14.26,1
1588,Brno-Tuřany Airport,Brno,Czech Republic,49.15129852,16.69440079,1
1589,Vodochody Airport,Vodochody,Czech Republic,50.216599,14.3958,1
1590,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968,2
1591,Beersheba (Teyman) Airport,Beer-sheba,Israel,31.28700066,34.72299957,2
1592,Tel Nof Air Base,Tel-nof,Israel,31.83950043,34.82180023,2
1593,Ein Shemer Airfield,Eyn-shemer,Israel,32.44079971,35.00770187,2
1594,Eilat Airport,Elat,Israel,29.56130028,34.96009827,2
1595,Ein Yahav Airfield,Eyn-yahav,Israel,30.62170029,35.20330048,2
1596,Haifa International Airport,Haifa,Israel,32.80939865,35.04309845,2
1597,Hatzor Air Base,Haztor,Israel,31.76250076,34.72719955,2
1598,Ben Ya'akov Airport,Rosh Pina,Israel,32.98099899,35.57189941,2
1599,Megiddo Airport,Megido Airstrip,Israel,32.59730148,35.22880173,2
1600,Bar Yehuda Airfield,Metzada,Israel,31.32819939,35.3885994,2
1601,Nevatim Air Base,Nevatim,Israel,31.20829964,35.01229858,2
1602,Ovda International Airport,Ovda,Israel,29.94029999,34.93579865,2
1603,Ramat David Air Base,Ramat David,Israel,32.6651001,35.17950058,2
1604,Ramon Air Base,Ramon,Israel,30.77610016,34.66669846,2
1605,Sde Dov Airport,Tel-aviv,Israel,32.11470032,34.78219986,2
1606,Malta International Airport,Malta,Malta,35.857498,14.4775,1
1607,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,47.84329987,16.26009941,1
1608,Wels Airport,Wels,Austria,48.18330002,14.04090023,1
1609,Graz Airport,Graz,Austria,46.99110031,15.43959999,1
1610,Innsbruck Airport,Innsbruck,Austria,47.260201,11.344,1
1611,Linz Hörsching Airport,Linz,Austria,48.2332,14.1875,1
1612,Salzburg Airport,Salzburg,Austria,47.79330063,13.00430012,1
1613,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,1
1615,Hinterstoisser Air Base,Zeltweg,Austria,47.202801,14.7442,1
1616,Alverca Air Base,Alverca,Portugal,38.883301,-9.0301,0
1617,Santa Maria Airport,Santa Maria (island),Portugal,36.97140121,-25.17060089,-1
1618,Bragança Airport,Braganca,Portugal,41.8578,-6.70713,0
1619,Beja Airport / Airbase,Beja (madeira),Portugal,38.078899,-7.9324,0
1620,Braga Municipal Aerodrome,Braga,Portugal,41.58710098,-8.445139885,0
1621,Aerodromo Municipal de Coimbra,Coimba,Portugal,40.158758,-8.470815,0
1622,Cascais Airport,Cascais,Portugal,38.724998,-9.35523,0
1623,Coimbra Hospital Covões Heliport,Covilha,Portugal,40.194812,-8.460207,0
1624,Évora Airport,Evora,Portugal,38.533501,-7.88964,0
1625,Flores Airport,Flores,Portugal,39.45529938,-31.13139915,-1
1626,Faro Airport,Faro,Portugal,37.01440048,-7.965909958,0
1627,Graciosa Airport,Graciosa Island,Portugal,39.09220123,-28.02980042,-1
1628,Horta Airport,Horta,Portugal,38.51990128,-28.71590042,-1
1629,Lajes Airport,Lajes (terceira Island),Portugal,38.761799,-27.090799,-1
1630,Monte Real Air Base,Monte Real,Portugal,39.828335,-8.8875,0
1631,Montijo Air Base,Montijo,Portugal,38.703899,-9.03592,0
1632,Ovar Air Base,Ovar,Portugal,40.915901,-8.64592,0
1633,João Paulo II Airport,Ponta Delgada,Portugal,37.74119949,-25.69790077,-1
1634,Pico Airport,Pico,Portugal,38.554298,-28.441299,-1
1635,Portimão Airport,Portimao,Portugal,37.1493,-8.58396,0
1636,Francisco de Sá Carneiro Airport,Porto,Portugal,41.24810028,-8.681389809,0
1637,Porto Santo Airport,Porto Santo,Portugal,33.07339859,-16.35000038,0
1638,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592,0
1639,São Jorge Airport,Sao Jorge Island,Portugal,38.66550064,-28.17580032,-1
1640,Sintra Air Base,Sintra,Portugal,38.8311,-9.33955,0
1641,Tancos Airbase,Tancos,Portugal,39.475101,-8.36458,0
1642,Vila Real Airport,Vila Real,Portugal,41.2743,-7.72047,0
1643,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,40.725498,-7.88899,0
1645,Mostar International Airport,Mostar,Bosnia and Herzegovina,43.28290176,17.84589958,1
1646,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,43.82460022,18.3314991,1
1647,Arad International Airport,Arad,Romania,46.17660141,21.26199913,2
1648,Bacău Airport,Bacau,Romania,46.52190018,26.9102993,2
1649,Tautii Magheraus Airport,Baia Mare,Romania,47.65840149,23.46999931,2
1650,Băneasa International Airport,Bucharest,Romania,44.50320053,26.10210037,2
1651,Mihail Kogălniceanu International Airport,Constanta,Romania,44.36220169,28.48830032,2
1652,Cluj-Napoca International Airport,Cluj-napoca,Romania,46.78519821,23.68619919,2
1653,Caransebeş Airport,Caransebes,Romania,45.41999817,22.25329971,2
1654,Craiova Airport,Craiova,Romania,44.31809998,23.8885994,2
1655,Iaşi Airport,Iasi,Romania,47.17850113,27.62059975,2
1656,Oradea International Airport,Oradea,Romania,47.02529907,21.90250015,2
1657,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085,2
1658,Sibiu International Airport,Sibiu,Romania,45.78559875,24.09129906,2
1659,Satu Mare Airport,Satu Mare,Romania,47.70330048,22.88570023,2
1660,Suceava Stefan cel Mare Airport,Suceava,Romania,47.6875,26.35409927,2
1661,Tulcea Airport,Tulcea,Romania,45.0625,28.71430016,2
1662,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,46.46770096,24.41250038,2
1663,Timişoara Traian Vuia Airport,Timisoara,Romania,45.80989838,21.33790016,2
1664,Les Eplatures Airport,Les Eplatures,Switzerland,47.08390045,6.792840004,1
1665,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814,6.108950138,1
1666,Saanen Airport,Saanen,Switzerland,46.48749924,7.250830173,1
1667,Sion Airport,Sion,Switzerland,46.21960068,7.326759815,1
1668,Alpnach Air Base,Alpnach,Switzerland,46.943901,8.28417,1
1669,Dübendorf Air Base,Dubendorf,Switzerland,47.39860153,8.648229599,1
1670,Emmen Air Base,Emmen,Switzerland,47.092444,8.305184,1
1671,Mollis Airport,Mollis,Switzerland,47.07889938,9.064829826,1
1672,Meiringen Airport,Meiringen,Switzerland,46.74330139,8.109999657,1
1673,Payerne Air Base,Payerne,Switzerland,46.8432,6.915060043,1
1675,Lugano Airport,Lugano,Switzerland,46.00429916,8.910579681,1
1676,Bern Belp Airport,Bern,Switzerland,46.91410065,7.497149944,1
1677,Grenchen Airport,Grenchen,Switzerland,47.181599,7.41719,1
1678,Zürich Airport,Zurich,Switzerland,47.464699,8.54917,1
1679,St Gallen Altenrhein Airport,Altenrhein,Switzerland,47.48500061,9.560770035,1
1680,Samedan Airport,Samedan,Switzerland,46.53409958,9.884110451,1
1681,Güvercinlik Airport,Ankara,Turkey,39.93500137,32.74079895,2
1682,Esenboğa International Airport,Ankara,Turkey,40.12810135,32.99509811,3
1683,Etimesgut Air Base,Ankara,Turkey,39.94979858,32.68859863,3
